Progress,Duration (in seconds),DistributionChannel,consent,prolificID,politics_survey_1,politics_survey_2,politics_survey_3,politics_survey_4,politics_survey_5,religion_survey_1,religion_survey_2,religion_survey_3,religion_survey_4,religion_survey_5,moral_survey_1,moral_survey_2,moral_survey_3,moral_survey_4,moral_survey_5,arbitrary_survey_1,arbitrary_survey_2,arbitrary_survey_3,arbitrary_survey_4,arbitrary_survey_5,preferences_survey_1,preferences_survey_2,preferences_survey_3,preferences_survey_4,preferences_survey_5,identity_survey_1,identity_survey_2,identity_survey_3,identity_survey_4,identity_survey_5,background_survey_1,background_survey_2,background_survey_3,background_survey_4,background_survey_5,politics_learn_1,politics_learn_3,politics_learn_4,politics_learn_7,politics_learn_8,religion_learn_1,religion_learn_2,religion_learn_3,religion_learn_5,religion_learn_9,moral_learn_1,moral_learn_6,moral_learn_7,moral_learn_9,moral_learn_10,arbitrary_learn_2,arbitrary_learn_4,arbitrary_learn_6,arbitrary_learn_7,arbitrary_learn_9,preferences_learn_1,preferences_learn_2,preferences_learn_3,preferences_learn_4,preferences_learn_5,identity_learn_1,identity_learn_2,identity_learn_4,identity_learn_6,identity_learn_8,background_learn_2,background_learn_4,background_learn_5,background_learn_6,background_learn_7,politics_interest_1,politics_interest_3,politics_interest_4,politics_interest_7,politics_interest_8,religion_interest_1,religion_interest_2,religion_interest_3,religion_interest_5,religion_interest_9,moral_interest_1,moral_interest_6,moral_interest_7,moral_interest_9,moral_interest_10,arbitrary_interest_2,arbitrary_interest_4,arbitrary_interest_6,arbitrary_interest_7,arbitrary_interest_9,preferences_interest_1,preferences_interest_2,preferences_interest_3,preferences_interest_4,preferences_interest_5,identity_interest_1,identity_interest_2,identity_interest_4,identity_interest_6,identity_interest_8,background_interest_2,background_interest_4,background_interest_5,background_interest_6,background_interest_7,politics_deep_1,politics_deep_3,politics_deep_4,politics_deep_7,politics_deep_8,religion_deep_1,religion_deep_2,religion_deep_3,religion_deep_5,religion_deep_9,moral_deep_1,moral_deep_6,moral_deep_7,moral_deep_9,moral_deep_10,arbitrary_deep_2,arbitrary_deep_4,arbitrary_deep_6,arbitrary_deep_7,arbitrary_deep_9,preferences_deep_1,preferences_deep_2,preferences_deep_3,preferences_deep_4,preferences_deep_5,identity_deep_1,identity_deep_2,identity_deep_4,identity_deep_6,identity_deep_8,background_deep_2,background_deep_4,background_deep_5,background_deep_6,background_deep_7,politics_likely_1,politics_likely_3,politics_likely_4,politics_likely_7,politics_likely_8,religion_likely_1,religion_likely_2,religion_likely_3,religion_likely_5,religion_likely_9,moral_likely_1,moral_likely_6,moral_likely_7,moral_likely_9,moral_likely_10,arbitrary_likely_2,arbitrary_likely_4,arbitrary_likely_6,arbitrary_likely_7,arbitrary_likely_9,preferences_likely_1,preferences_likely_2,preferences_likely_3,preferences_likely_4,preferences_likely_5,identity_likely_1,identity_likely_2,identity_likely_4,identity_likely_6,identity_likely_8,background_likely_2,background_likely_4,background_likely_5,background_likely_6,background_likely_7,politics_divisive_1,politics_divisive_3,politics_divisive_4,politics_divisive_7,politics_divisive_8,religion_divisive_1,religion_divisive_2,religion_divisive_3,religion_divisive_5,religion_divisive_9,moral_divisive_1,moral_divisive_6,moral_divisive_7,moral_divisive_9,moral_divisive_10,arbitrary_divisive_2,arbitrary_divisive_4,arbitrary_divisive_6,arbitrary_divisive_7,arbitrary_divisive_9,preferences_divisive_1,preferences_divisive_2,preferences_divisive_3,preferences_divisive_4,preferences_divisive_5,identity_divisive_1,identity_divisive_2,identity_divisive_4,identity_divisive_6,identity_divisive_8,background_divisive_2,background_divisive_4,background_divisive_5,background_divisive_6,background_divisive_7,politics_personal_1,politics_personal_3,politics_personal_4,politics_personal_7,politics_personal_8,religion_personal_1,religion_personal_2,religion_personal_3,religion_personal_5,religion_personal_9,moral_personal_1,moral_personal_6,moral_personal_7,moral_personal_9,moral_personal_10,arbitrary_personal_2,arbitrary_personal_4,arbitrary_personal_6,arbitrary_personal_7,arbitrary_personal_9,preferences_personal_1,preferences_personal_2,preferences_personal_3,preferences_personal_4,preferences_personal_5,identity_personal_1,identity_personal_2,identity_personal_4,identity_personal_6,identity_personal_8,background_personal_2,background_personal_4,background_personal_5,background_personal_6,background_personal_7,politics_relevant_1,politics_relevant_3,politics_relevant_4,politics_relevant_7,politics_relevant_8,religion_relevant_1,religion_relevant_2,religion_relevant_3,religion_relevant_5,religion_relevant_9,moral_relevant_1,moral_relevant_6,moral_relevant_7,moral_relevant_9,moral_relevant_10,arbitrary_relevant_2,arbitrary_relevant_4,arbitrary_relevant_6,arbitrary_relevant_7,arbitrary_relevant_9,preferences_relevant_1,preferences_relevant_2,preferences_relevant_3,preferences_relevant_4,preferences_relevant_5,identity_relevant_1,identity_relevant_2,identity_relevant_4,identity_relevant_6,identity_relevant_8,background_relevant_2,background_relevant_4,background_relevant_5,background_relevant_6,background_relevant_7,politics_same_1,politics_same_3,politics_same_4,politics_same_7,politics_same_8,religion_same_1,religion_same_2,religion_same_3,religion_same_5,religion_same_9,moral_same_1,moral_same_6,moral_same_7,moral_same_9,moral_same_10,arbitrary_same_2,arbitrary_same_4,arbitrary_same_6,arbitrary_same_7,arbitrary_same_9,preferences_same_1,preferences_same_2,preferences_same_3,preferences_same_4,preferences_same_5,identity_same_1,identity_same_2,identity_same_4,identity_same_6,identity_same_8,background_same_2,background_same_4,background_same_5,background_same_6,background_same_7,age,race,ethnicity,gender,handedness,PROLIFIC_PID
100,372,anonymous,Accept consent,5ec21a32769446521c747ddd,Definitely not,Probably not,Probably yes,Unsure,Definitely yes,Definitely not,Probably yes,Definitely not,Unsure,Unsure,Probably yes,Probably not,Probably not,Unsure,Unsure,Definitely not,Probably yes,Definitely not,Probably not,Definitely yes,Unsure,Definitely not,Definitely yes,Probably yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely not,Definitely not,Definitely not,Definitely yes,Probably yes,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,75,50,80,60,30,60,75,10,10,10,0,0,15,50,93,6,23,72,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,White,Not Hispanic,Male,Right,5ec21a32769446521c747ddd
100,314,anonymous,Accept consent,655fb9031a31921e732c687c,Probably not,Unsure,Probably not,Probably yes,Unsure,Definitely not,Probably yes,Definitely not,Unsure,Probably yes,Unsure,Probably yes,Unsure,Unsure,Unsure,Probably not,Probably yes,Definitely not,Probably yes,Probably yes,Probably yes,Probably yes,Probably not,Definitely yes,Unsure,Definitely not,Probably yes,Unsure,Probably yes,Definitely not,Probably not,Definitely yes,Probably yes,Probably yes,Unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,57,40,56,44,54,63,43,62,69,60,66,61,70,66,82,60,40,42,75,83,68,88,89,75,65,69,37,61,43,76,62,78,65,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Asian/Asian-American,Not Hispanic,Female,Right,655fb9031a31921e732c687c
100,383,anonymous,Accept consent,5ef16de326ae3076ed1a94c5,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Unsure,Probably not,Probably yes,Probably not,Unsure,Definitely yes,Probably yes,Probably yes,Definitely not,Probably yes,Definitely yes,Definitely yes,Definitely yes,Unsure,Probably yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Unsure,Definitely not,Probably not,Definitely not,Probably yes,Definitely not,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,100,100,0,0,0,0,0,18,21,3,19,82,81,64,0,85,100,100,100,77,100,0,0,100,100,18,0,34,0,82,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,White,Not Hispanic,Male,Right,5ef16de326ae3076ed1a94c5
100,218,anonymous,Accept consent,60fe0460e678d2576844fe5e,Probably not,Probably not,Probably yes,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely not,Probably not,Probably not,Probably yes,Unsure,Probably yes,Definitely not,Unsure,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely not,Unsure,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely not,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,96,33,95,100,17,79,65,100,100,86,100,92,100,76,19,100,21,24,0,25,36,63,100,56,100,88,59,100,66,57,84,100,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,White,Not Hispanic,Female,Right,60fe0460e678d2576844fe5e
100,225,anonymous,Accept consent,5f8200d57db2d02fc4315995,Definitely not,Definitely not,Definitely yes,Probably yes,Probably not,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Unsure,Probably not,Unsure,Unsure,Definitely yes,Probably yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely yes,Unsure,Probably not,Probably yes,Definitely not,Definitely yes,Definitely yes,Probably not,Definitely yes,Probably not,Definitely not,Probably yes,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,50,30,65,50,33,19,82,89,50,73,50,61,74,17,70,61,50,85,14,81,100,12,50,72,92,22,92,71,93,72,60,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,White,Hispanic,Female,Right,5f8200d57db2d02fc4315995
100,336,anonymous,Accept consent,5f4c90b455e3b98a801967d0,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably not,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably not,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably not,Probably yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely not,Definitely not,Definitely not,Probably yes,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,83,82,91,98,4,97,93,98,98,74,67,73,22,67,72,54,94,66,56,53,57,27,51,58,0,100,100,81,0,0,0,69,100,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,White,Not Hispanic,Male,Right,5f4c90b455e3b98a801967d0
100,270,anonymous,Accept consent,5f4a0168c53d365702393870,Probably not,Probably not,Definitely yes,Probably yes,Definitely yes,Definitely not,Probably not,Definitely not,Probably not,Probably not,Definitely yes,Unsure,Unsure,Definitely not,Probably yes,Definitely not,Probably not,Definitely yes,Probably not,Probably yes,Probably not,Probably not,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,Probably yes,Definitely yes,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,35,65,85,15,50,25,45,50,65,65,60,45,45,35,65,65,40,20,19,26,55,72,9,75,0,10,34,55,50,20,60,55,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,White,Not Hispanic,Male,Right,5f4a0168c53d365702393870
100,273,anonymous,Accept consent,65ba538485b2ca49abefcd06,Unsure,Probably not,Unsure,Unsure,Unsure,Probably yes,Probably yes,Unsure,Probably yes,Probably yes,Probably not,Probably not,Probably yes,Unsure,Unsure,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Unsure,Definitely yes,Unsure,Probably yes,Probably yes,Probably yes,Probably not,Probably yes,Probably not,Probably yes,Definitely yes,Probably yes,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,63,60,58,65,62,84,63,76,69,8,15,66,43,30,79,85,80,80,97,87,95,66,100,55,95,94,85,47,100,28,73,82,83,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,White,Hispanic,Female,Right,65ba538485b2ca49abefcd06
100,262,anonymous,Accept consent,60fe250b3984cfdf32c05860,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Unsure,Unsure,Probably not,Definitely not,Unsure,Probably yes,Probably yes,Probably yes,Probably not,Definitely not,Probably yes,Probably yes,Definitely not,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely not,Probably yes,Definitely yes,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,56,70,71,90,32,41,50,41,29,50,50,50,99,50,66,74,11,50,23,41,75,63,76,34,82,84,85,14,79,50,15,87,78,50,53,White,Hispanic,Female,Right,60fe250b3984cfdf32c05860
100,311,anonymous,Accept consent,5ef02a29cb94ad54375691e7,Definitely not,Definitely not,Definitely not,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Probably not,Unsure,Probably yes,Probably yes,Definitely yes,Definitely not,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably not,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely not,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,20,13,16,0,0,0,0,0,89,92,90,93,88,55,80,50,62,13,84,83,93,79,87,36,0,10,50,13,91,7,83,56,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,White,Not Hispanic,Male,Right,5ef02a29cb94ad54375691e7
100,209,anonymous,Accept consent,554e89d6fdf99b0e17350a4e,Definitely not,Probably not,Definitely yes,Unsure,Definitely yes,Definitely not,Probably not,Probably not,Unsure,Unsure,Probably not,Unsure,Probably yes,Probably not,Probably yes,Probably yes,Unsure,Probably yes,Probably yes,Probably not,Probably yes,Probably yes,Probably yes,Probably yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely not,Definitely not,Probably yes,Probably not,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,50,100,50,63,85,85,84,86,83,50,50,50,10,60,41,30,50,30,30,9,13,10,20,16,50,60,82,50,50,50,41,50,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,White,Not Hispanic,Female,Right,554e89d6fdf99b0e17350a4e
100,284,anonymous,Accept consent,5c9d842512505500168d1525,Unsure,Unsure,Probably not,Unsure,Definitely yes,Definitely not,Unsure,Definitely not,Probably not,Probably not,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Probably yes,Unsure,Probably yes,Unsure,Definitely yes,Probably yes,Definitely not,Definitely not,Definitely not,Unsure,Unsure,Definitely yes,Unsure,Unsure,Definitely not,Definitely not,Probably yes,Definitely not,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,100,64,100,45,66,50,66,100,61,50,50,49,59,50,76,0,69,0,0,0,0,0,0,66,77,100,89,100,80,18,70,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Asian/Asian-American,Not Hispanic,Male,Right,5c9d842512505500168d1525
100,398,anonymous,Accept consent,6121554632b59f8afc93d30f,Probably yes,Unsure,Definitely yes,Probably yes,Definitely yes,Definitely not,Probably not,Definitely not,Probably not,Definitely not,Probably not,Probably not,Probably yes,Probably not,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Unsure,Unsure,Probably yes,Probably yes,Probably not,Probably not,Definitely not,Definitely yes,Definitely yes,Probably not,Definitely not,Probably yes,Definitely not,Probably yes,Probably yes,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,50,65,30,45,45,20,65,70,65,30,30,15,15,65,30,10,10,13,10,10,10,20,10,10,10,40,35,35,15,10,25,5,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,White,Not Hispanic,Male,Right,6121554632b59f8afc93d30f
100,258,anonymous,Accept consent,5cd465fcb227d6001803fa49,Probably not,Probably not,Definitely yes,Unsure,Definitely yes,Definitely not,Probably yes,Definitely not,Probably yes,Probably not,Probably yes,Probably not,Probably yes,Unsure,Unsure,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Unsure,Definitely not,Definitely yes,Probably yes,Unsure,Probably not,Definitely not,Definitely not,Probably yes,Definitely yes,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,66,12,4,91,20,17,30,37,8,1,4,3,0,10,20,95,70,60,10,34,91,19,39,40,76,15,70,4,91,100,62,84,57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,White,Not Hispanic,Female,Right,5cd465fcb227d6001803fa49
100,240,anonymous,Accept consent,62ec557954bc435fb9b35517,Probably yes,Probably not,Probably yes,Unsure,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Probably yes,Probably yes,Unsure,Probably not,Definitely yes,Definitely yes,Probably yes,Unsure,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Unsure,Definitely not,Definitely not,Definitely not,Probably not,Definitely yes,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,39,82,70,86,33,74,52,62,50,57,59,60,20,68,100,100,77,89,84,100,100,83,81,84,100,100,100,83,99,30,60,84,79,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,White,Not Hispanic,Male,Right,62ec557954bc435fb9b35517
100,294,anonymous,Accept consent,5fb9371378085274de16cccc,Probably not,Unsure,Probably yes,Unsure,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely not,Definitely yes,Definitely not,Unsure,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Unsure,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Probably not,Definitely not,Definitely yes,Definitely not,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,69,100,100,100,100,67,100,100,100,100,100,100,100,100,100,70,82,100,100,100,100,100,100,51,58,89,66,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,White,Not Hispanic,Female,Right,5fb9371378085274de16cccc
100,225,anonymous,Accept consent,55dc915b50a1f7001190ddb4,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Probably not,Unsure,Definitely yes,Probably not,Probably not,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely not,Definitely not,Probably yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely not,Definitely not,Unsure,Probably yes,Probably yes,60,50,74,64,38,70,61,89,78,60,63,60,50,31,70,71,75,63,60,38,57,59,60,76,86,86,93,84,36,95,61,71,59,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,White,Not Hispanic,Male,Right,55dc915b50a1f7001190ddb4
100,357,anonymous,Accept consent,5d4611bb3c5a360001b1bb59,Definitely not,Probably not,Probably not,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Unsure,Probably yes,Probably yes,Definitely yes,Probably not,Probably not,Probably yes,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Unsure,Definitely not,Definitely not,Probably yes,Definitely yes,Definitely yes,Definitely not,Probably yes,Definitely yes,Definitely yes,100,75,75,90,80,20,65,30,75,60,85,85,75,79,68,80,90,40,70,15,75,70,15,90,100,60,95,70,100,70,60,35,60,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,"Black/African-American,Native-American/Alaskan-Native,White",Hispanic,Other,Right,5d4611bb3c5a360001b1bb59
100,282,anonymous,Accept consent,5e88d52a32d29d00097e2ccb,Probably yes,Unsure,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Unsure,Probably yes,Definitely not,Probably yes,Probably yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Probably not,Probably yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely not,Probably yes,Definitely yes,Probably yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,63,5,85,18,0,83,32,92,92,93,93,98,91,53,2,42,21,1,3,53,40,50,54,8,0,0,7,78,0,0,3,82,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,White,Not Hispanic,Female,Right,5e88d52a32d29d00097e2ccb
